fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,18,7,2,0.35714285714285715,0.5416666666666666,0.6666666666666666,NaN
2,66,66,0,18,7,2,0.4109090909090909,0.41666666666666663,0.5,NaN
3,66,66,0,18,7,2,0.13333333333333333,0.125,0.16666666666666666,NaN
4,66,66,0,18,7,2,0.6296296296296295,0.625,0.7222222222222222,NaN
5,72,72,0,12,8,1,1.0,1.0,1.0,NaN
