fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,88,88,0,30,9,3,0.23111111111111113,0.22222222222222224,0.26666666666666666,0.46836419753086417
2,94,94,0,24,10,2,0.42512077294685985,0.625,0.625,NaN
3,90,90,0,28,9,3,0.48290598290598297,0.5444444444444444,0.6428571428571429,0.8342803030303031
4,100,100,0,18,10,2,0.8615384615384616,0.8333333333333333,0.8888888888888888,NaN
5,100,100,0,18,10,2,0.6989966555183946,0.7083333333333333,0.7222222222222222,NaN
