alpha_1500,alpha_2900,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
0.11,0.89,0.6211488769628305,0.6210317460317459,0.6186440677966102,0.7685816257863755
0.14,0.86,0.6197041623667011,0.6236772486772487,0.6186440677966102,0.7710818112615287
0.15,0.85,0.6197041623667011,0.6236772486772487,0.6186440677966102,0.7718188856025826
1.0,0.0,0.6178931109051592,0.618915343915344,0.6186440677966102,0.771248255619244
0.1,0.9,0.6129891619094896,0.6126984126984126,0.6101694915254238,0.7691983306713731
0.12,0.88,0.6128638396495095,0.6144179894179894,0.6101694915254238,0.7683654296780099
0.13,0.87,0.612328861369109,0.6153439153439154,0.6101694915254238,0.7685633852193544
0.21,0.79,0.6118326118326118,0.614021164021164,0.6101694915254238,0.773775132536365
0.22,0.78,0.6118326118326118,0.614021164021164,0.6101694915254238,0.7750354949809378
0.23,0.77,0.6118326118326118,0.614021164021164,0.6101694915254238,0.7758574960436322
0.24,0.76,0.6118326118326118,0.614021164021164,0.6101694915254238,0.7751581894072266
0.75,0.25,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7853266099896395
0.76,0.24,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7847790011300922
0.77,0.22999999999999998,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7842241626580523
0.78,0.21999999999999997,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7840784340463416
0.79,0.20999999999999996,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7834094173311118
0.8,0.19999999999999996,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7825328055912139
0.81,0.18999999999999995,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.782737990745051
0.82,0.18000000000000005,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7819475661741387
0.83,0.17000000000000004,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7813902068074084
0.84,0.16000000000000003,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7807211900921786
0.85,0.15000000000000002,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7803678664557997
0.86,0.14,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7805754614804679
0.87,0.13,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7801444407349414
0.88,0.12,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7793649160946979
0.89,0.10999999999999999,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7794656735125285
0.9,0.09999999999999998,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7780123124153934
0.91,0.08999999999999997,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7772073175956361
0.92,0.07999999999999996,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7765152405717233
0.93,0.06999999999999995,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7755159605287975
0.94,0.06000000000000005,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7749513715495744
0.95,0.050000000000000044,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7741524569188241
0.96,0.040000000000000036,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.773581787750594
0.97,0.030000000000000027,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7729225215425473
0.98,0.020000000000000018,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7723676830705072
0.99,0.010000000000000009,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7721333574189799
0.09,0.91,0.6047619047619048,0.6043650793650793,0.6016949152542372,0.7689871763523882
0.25,0.75,0.603542374626712,0.6056878306878307,0.6016949152542372,0.7754047015600288
0.16,0.84,0.6022510822510823,0.6074074074074074,0.6016949152542372,0.7738004916920193
0.17,0.83,0.6022510822510823,0.6074074074074074,0.6016949152542372,0.7750597047131066
0.63,0.37,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.789564220902475
0.64,0.36,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7892230576441103
0.65,0.35,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7885394706800355
0.66,0.33999999999999997,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.788075639118643
0.67,0.32999999999999996,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7876372777367643
0.68,0.31999999999999995,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7868492630366828
0.69,0.31000000000000005,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7869524303253442
0.7,0.30000000000000004,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7872498828371741
0.71,0.29000000000000004,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7871248046633156
0.72,0.28,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7865650354257543
0.73,0.27,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7852245921244637
0.74,0.26,0.6010659178065646,0.6026455026455027,0.6016949152542372,0.7851286544482949
0.2,0.8,0.5949354005167958,0.5981481481481481,0.5932203389830508,0.7734740097063589
0.18,0.8200000000000001,0.5935236994060523,0.5994708994708994,0.5932203389830508,0.7744283185554046
0.47,0.53,0.593421052631579,0.59510582010582,0.5932203389830508,0.7883599842842463
0.48,0.52,0.593421052631579,0.59510582010582,0.5932203389830508,0.7886561763487309
0.49,0.51,0.593421052631579,0.59510582010582,0.5932203389830508,0.7895084673326007
0.5,0.5,0.593421052631579,0.59510582010582,0.5932203389830508,0.789485407023918
0.51,0.49,0.593421052631579,0.59510582010582,0.5932203389830508,0.7902491009679714
0.59,0.41000000000000003,0.5930406065194256,0.5947089947089946,0.5932203389830508,0.7914935739390168
0.6,0.4,0.5930406065194256,0.5947089947089946,0.5932203389830508,0.7915797611080024
0.61,0.39,0.5930406065194256,0.5947089947089946,0.5932203389830508,0.7907869266662592
0.62,0.38,0.5930406065194256,0.5947089947089946,0.5932203389830508,0.7903583157915635
0.08,0.92,0.587672706213287,0.5876984126984127,0.5847457627118644,0.7696549326202727
0.26,0.74,0.5864512845904165,0.5871693121693121,0.5847457627118644,0.7763311303587299
0.36,0.64,0.585529141367363,0.5871693121693121,0.5847457627118644,0.7815325459259991
0.37,0.63,0.585529141367363,0.5871693121693121,0.5847457627118644,0.7813078597577956
0.19,0.81,0.5855249374221223,0.5902116402116402,0.5847457627118644,0.7737120056760621
0.38,0.62,0.5851476244917654,0.5871693121693121,0.5847457627118644,0.7820192418716166
0.39,0.61,0.5851476244917654,0.5871693121693121,0.5847457627118644,0.7826261962494311
