alpha_1500,alpha_2900,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
0.4,0.6,0.4687155662765419,0.47420634920634913,0.4830508474576271,0.6473569921259267
0.45,0.55,0.4644965876849934,0.4728835978835979,0.4830508474576271,0.6488553766634639
0.5,0.5,0.4644965876849934,0.4728835978835979,0.4830508474576271,0.6495680192246303
1.0,0.0,0.45693354264782843,0.47724867724867726,0.4915254237288136,0.6782061600739393
0.35,0.65,0.454765970304474,0.4583333333333333,0.4661016949152542,0.6449443652909636
0.0,1.0,0.4511878825604316,0.45171957671957674,0.4576271186440678,0.6152536333537617
0.55,0.44999999999999996,0.4487678004710907,0.46230158730158727,0.4745762711864407,0.6539877223285439
0.05,0.95,0.4487011446903593,0.4503968253968254,0.4576271186440678,0.6214398697389711
0.3,0.7,0.44429145152036714,0.4490740740740741,0.4576271186440678,0.6409144930807318
0.95,0.050000000000000044,0.4415838130123844,0.460978835978836,0.4745762711864407,0.6770262115576622
0.1,0.9,0.438300507554741,0.4411375661375662,0.4491525423728814,0.6274172506521672
0.15,0.85,0.438300507554741,0.4411375661375662,0.4491525423728814,0.6299767816455878
0.2,0.8,0.438300507554741,0.4411375661375662,0.4491525423728814,0.6326590919658955
0.25,0.75,0.4376077851687608,0.4411375661375662,0.4491525423728814,0.6365567674136351
0.6,0.4,0.4264577437724906,0.4437830687830688,0.4576271186440678,0.6582362005179719
0.75,0.25,0.4257959714100064,0.4437830687830688,0.4576271186440678,0.6652333159874879
0.7,0.30000000000000004,0.4256086682187072,0.4437830687830688,0.4576271186440678,0.6622963626493793
0.65,0.35,0.4255031013345578,0.4437830687830688,0.4576271186440678,0.6614428112181642
0.85,0.15000000000000002,0.4247750575434191,0.4437830687830688,0.4576271186440678,0.6716537931236263
0.9,0.09999999999999998,0.4240273166754034,0.4437830687830688,0.4576271186440678,0.6741512356563705
0.8,0.19999999999999996,0.41400884846099456,0.4345238095238095,0.4491525423728814,0.6678753377084571
