alpha_1500,alpha_2900,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1.0,0.0,0.6178931109051592,0.618915343915344,0.6186440677966102,0.771248255619244
0.21,0.79,0.6134315454576892,0.610978835978836,0.6101694915254238,0.7734914861679946
0.57,0.43000000000000005,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7779223439043722
0.58,0.42000000000000004,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7780243617695479
0.59,0.41000000000000003,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7785622201219121
0.6,0.4,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7787637349575732
0.61,0.39,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7785391598132292
0.62,0.38,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7785391598132292
0.63,0.37,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7785391598132292
0.64,0.36,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7781057291968718
0.65,0.35,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7782186469927163
0.66,0.33999999999999997,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7779806510230131
0.67,0.32999999999999996,0.6099853848249895,0.6105820105820107,0.6101694915254238,0.7777548154313237
0.68,0.31999999999999995,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7769874511690943
0.69,0.31000000000000005,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7767616155774051
0.7,0.30000000000000004,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7768660433134117
0.71,0.29000000000000004,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7769728809202493
0.72,0.28,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7772909838699312
0.73,0.27,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7766256374728776
0.74,0.26,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7767300652088842
0.75,0.25,0.6095271095271095,0.6105820105820107,0.6101694915254238,0.7767361453978913
0.76,0.24,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7768369028157219
0.77,0.22999999999999998,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7771513354472276
0.78,0.21999999999999997,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7771513354472277
0.79,0.20999999999999996,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7770469077112211
0.8,0.19999999999999996,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7766195572838704
0.81,0.18999999999999995,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7766134770948635
0.82,0.18000000000000005,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7766134770948635
0.83,0.17000000000000004,0.6092063492063492,0.6105820105820107,0.6101694915254238,0.7761739662894991
