alpha_1500,alpha_2900,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
0.91,0.08999999999999997,0.669095566880377,0.6664021164021164,0.6694915254237288,0.7994060680678139
0.6,0.4,0.6685897435897435,0.6673280423280423,0.6694915254237288,0.8129812753689519
0.61,0.39,0.6685897435897435,0.6673280423280423,0.6694915254237288,0.8130796229159515
0.62,0.38,0.6685897435897435,0.6673280423280423,0.6694915254237288,0.8127554397772627
0.63,0.37,0.6685897435897435,0.6673280423280423,0.6694915254237288,0.8122151715540676
0.67,0.32999999999999996,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8110350271133328
0.68,0.31999999999999995,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8104995786317994
0.69,0.31000000000000005,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8101729856222796
0.7,0.30000000000000004,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8095282896630779
0.71,0.29000000000000004,0.6668202714415807,0.666005291005291,0.6694915254237288,0.80856664017768
0.72,0.28,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8079365144673232
0.73,0.27,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8076936987559581
0.74,0.26,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8073755958062762
0.75,0.25,0.6668202714415807,0.666005291005291,0.6694915254237288,0.8071460898964108
0.92,0.07999999999999996,0.6609649122807019,0.6580687830687831,0.6610169491525424,0.799090374988963
0.93,0.06999999999999995,0.6609649122807019,0.6580687830687831,0.6610169491525424,0.7979078206773971
0.46,0.54,0.660716217678243,0.6597883597883597,0.6610169491525424,0.8173776438699417
0.47,0.53,0.660716217678243,0.6597883597883597,0.6610169491525424,0.8167377676524018
0.48,0.52,0.660716217678243,0.6597883597883597,0.6610169491525424,0.8166248498565571
0.49,0.51,0.660716217678243,0.6597883597883597,0.6610169491525424,0.8171275985460839
0.5,0.5,0.660716217678243,0.6597883597883597,0.6610169491525424,0.8164779718213607
