tag,run_1500,run_2900,alpha_1500,alpha_2900,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro,sweep_csv
tuned_best,20260306_203746_p3_rmn_lr0015,20260306_204111_p4_tr_patch8,0.11,0.89,0.6211488769628305,0.6210317460317459,0.6186440677966102,0.7685816257863755,runs/fusion_sweep_tuned_best_alpha001.csv
tuned_alt_drop03,20260306_203746_p3_rmn_lr0015,20260306_203918_p4_tr_drop03,1.0,0.0,0.6178931109051592,0.618915343915344,0.6186440677966102,0.771248255619244,runs/fusion_sweep_tuned_alt_drop03_alpha001.csv
tuned_alt_layers4,20260306_203746_p3_rmn_lr0015,20260306_203957_p4_tr_layers4,0.99,0.010000000000000009,0.6178931109051592,0.618915343915344,0.6186440677966102,0.7722256247769725,runs/fusion_sweep_tuned_alt_layers4_alpha001.csv
