run_id,experiment_name,macro_f1,balanced_accuracy,accuracy,delta_macro_f1_vs_baseline,baseline_run_id
20260306_204111_p4_tr_patch8,p4_tr_patch8,0.5072222222222221,0.5126984126984127,0.5084745762711864,0.014468599033816365,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_203918_p4_tr_drop03,p4_tr_drop03,0.5067207024653833,0.5126984126984127,0.5084745762711864,0.01396707927697749,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_203957_p4_tr_layers4,p4_tr_layers4,0.5067207024653833,0.5174603174603174,0.5084745762711864,0.01396707927697749,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_204030_p4_tr_lr0010,p4_tr_lr0010,0.5067207024653833,0.5126984126984127,0.5084745762711864,0.01396707927697749,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_203916_p4_tr_drop02,p4_tr_drop02,0.49275362318840576,0.5007936507936508,0.4915254237288136,0.0,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_203943_p4_tr_layers2,p4_tr_layers2,0.4710144927536231,0.4757936507936507,0.4661016949152542,-0.02173913043478265,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_204012_p4_tr_lr0005,p4_tr_lr0005,0.4080145719489982,0.5055555555555555,0.4915254237288136,-0.08473905123940756,20260306_193409_dlqs_2900_spectral_transformer_literature
20260306_204034_p4_tr_patch32,p4_tr_patch32,0.3416965352449224,0.3968253968253968,0.4067796610169492,-0.15105708794348338,20260306_193409_dlqs_2900_spectral_transformer_literature
