ensemble_name,n_models,run_ids,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1500_top2,2,20260306_193245_dlstb_1500_ramannet_ss11|20260306_193949_dlqs_1500_ramannet_literature_5f_ss42,0.6521367521367522,0.650925925925926,0.652542372881356,0.8063855046204211
1500_top3,3,20260306_193245_dlstb_1500_ramannet_ss11|20260306_193949_dlqs_1500_ramannet_literature_5f_ss42|20260306_193301_dlstb_1500_ramannet_ss33,0.6662217095143924,0.6654761904761904,0.6694915254237288,0.809511936501667
1500_top4,4,20260306_193245_dlstb_1500_ramannet_ss11|20260306_193949_dlqs_1500_ramannet_literature_5f_ss42|20260306_193301_dlstb_1500_ramannet_ss33|20260306_193246_dlstb_1500_ramannet_ss22,0.6816040274569226,0.6817460317460317,0.6864406779661016,0.8086421821177918
2900_top2,2,20260306_193409_dlqs_2900_spectral_transformer_literature|20260306_194457_dlstb_2900_spectral_transformer_ss22,0.4833333333333334,0.5007936507936508,0.4915254237288136,0.737667946445225
2900_top3,3,20260306_193409_dlqs_2900_spectral_transformer_literature|20260306_194457_dlstb_2900_spectral_transformer_ss22|20260306_194456_dlstb_2900_spectral_transformer_ss11,0.7030873888016745,0.6960317460317459,0.6949152542372882,0.7460214991826032
2900_top4,4,20260306_193409_dlqs_2900_spectral_transformer_literature|20260306_194457_dlstb_2900_spectral_transformer_ss22|20260306_194456_dlstb_2900_spectral_transformer_ss11|20260306_194529_dlstb_2900_spectral_transformer_ss33,0.6908212560386473,0.6960317460317459,0.6949152542372882,0.7525980758650848
