alpha_1500,alpha_2900,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
0.1,0.9,0.5934531238424146,0.5948412698412698,0.5932203389830508,0.7738721216737905
0.95,0.050000000000000044,0.591530787753698,0.594047619047619,0.5932203389830508,0.777789716108073
1.0,0.0,0.591530787753698,0.594047619047619,0.5932203389830508,0.7736638213210743
0.75,0.25,0.5907078388223531,0.5944444444444444,0.5932203389830508,0.7902438110076108
0.2,0.8,0.5865609038324934,0.5861111111111111,0.5847457627118644,0.7941394880258809
0.25,0.75,0.5861687343445735,0.5861111111111111,0.5847457627118644,0.7994508302756057
0.35,0.65,0.5861687343445735,0.5861111111111111,0.5847457627118644,0.8021481941250875
0.45,0.55,0.5853292090145824,0.5861111111111111,0.5847457627118644,0.8006460804920369
0.5,0.5,0.5830851296548707,0.5865079365079365,0.5847457627118644,0.8001019199029469
0.8,0.19999999999999996,0.5827524075799938,0.5861111111111111,0.5847457627118644,0.7874791471068749
0.85,0.15000000000000002,0.5827524075799938,0.5861111111111111,0.5847457627118644,0.7843598729991541
0.9,0.09999999999999998,0.582702041086374,0.5861111111111111,0.5847457627118644,0.7806443485198299
0.55,0.44999999999999996,0.5825281803542673,0.5865079365079365,0.5847457627118644,0.7996672288392442
0.6,0.4,0.5820942122311986,0.5865079365079365,0.5847457627118644,0.7974500627741964
0.65,0.35,0.5817817817817817,0.5865079365079365,0.5847457627118644,0.795366464942845
0.7,0.30000000000000004,0.5817817817817817,0.5865079365079365,0.5847457627118644,0.7926588215901438
0.3,0.7,0.5775574201203492,0.5781746031746032,0.576271186440678,0.8020645278507922
0.15,0.85,0.5704481601158014,0.5702380952380952,0.5677966101694916,0.7863779145069261
0.4,0.6,0.5687482120921467,0.5698412698412699,0.5677966101694916,0.8018518061361449
0.05,0.95,0.5200540686202071,0.530952380952381,0.5254237288135594,0.7448110974747687
0.0,1.0,0.49275362318840576,0.5007936507936508,0.4915254237288136,0.6801618976041311
