fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,42,8,4,0.5685001273236567,0.6666666666666666,0.5952380952380952,0.8570987654320987
2,78,40,8,4,0.24796224796224797,0.3888888888888889,0.325,0.7941813088871911
3,82,36,8,4,0.5306001188354129,0.5925925925925927,0.5555555555555556,0.735133744855967
