fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,24,7,2,0.8321678321678322,0.8333333333333333,0.8333333333333334,NaN
2,72,72,0,18,7,2,0.5566502463054187,0.5833333333333334,0.7222222222222222,NaN
3,72,72,0,18,7,2,0.8036363636363637,0.7916666666666666,0.8333333333333334,NaN
4,72,72,0,18,7,2,0.24691358024691357,0.4166666666666667,0.5555555555555556,NaN
5,78,78,0,12,8,1,1.0,1.0,1.0,NaN
