center,region,band_id,wn_start,wn_end,wn_peak,score_mean_f,score_max_f,score_sum_f,n_features_in_band,n_samples,strategy,weighted_score,center_weight
1500,overall,18,1650.983398,1689.845703,1682.708008,4.621857455639834,9.453189634690515,180.25244076995352,39,118,fallback_top1_top1_a017,0.7857157674587718,0.17
1500,overall,2,1010.616211,1049.787109,1012.928711,4.503264443541804,15.55122170446115,157.61425552396312,35,118,fallback_top1_top1_a017,0.7655549554021067,0.17
1500,overall,23,1850.436523,1889.833984,1880.012695,4.180947402940352,8.435993975301868,171.41884352055442,41,118,fallback_top1_top1_a017,0.7107610584998599,0.17
1500,overall,11,1370.739258,1409.539063,1395.560547,4.052917474535711,10.797537979111889,149.95794655782132,37,118,fallback_top1_top1_a017,0.6889959706710709,0.17
1500,overall,19,1690.864258,1729.438477,1710.186523,3.9906659689549566,8.361453712966457,155.6359727892433,39,118,fallback_top1_top1_a017,0.6784132147223427,0.17
1500,overall,1,971.169922,1009.459961,976.988281,3.598805296094003,7.0869893048348125,122.3593800671961,34,118,fallback_top1_top1_a017,0.6117969003359806,0.17
1500,overall,26,1970.641602,1997.616211,1971.607422,3.2380500990872982,8.220665198801969,93.90345287353165,29,118,fallback_top1_top1_a017,0.5504685168448408,0.17
1500,overall,15,1530.576172,1569.277344,1537.918945,3.1131484701768475,11.342291351378375,118.29964186672021,38,118,fallback_top1_top1_a017,0.5292352399300642,0.17
1500,overall,3,1050.935547,1089.823242,1060.110352,3.0945214105125194,10.108492133810358,108.30824936793817,35,118,fallback_top1_top1_a017,0.5260686397871284,0.17
1500,overall,0,930.273438,970.004883,941.988281,3.0253142610090706,8.163714026085497,105.88599913531748,35,118,fallback_top1_top1_a017,0.5143034243715421,0.17
1500,overall,22,1810.742188,1849.448242,1822.681641,2.8913366996671925,11.433538400948,115.6534679866877,40,118,fallback_top1_top1_a017,0.49152723894342276,0.17
1500,overall,25,1930.882813,1969.675781,1956.131836,2.6990951593154144,9.167124546145986,110.662901531932,41,118,fallback_top1_top1_a017,0.45884617708362047,0.17
1500,overall,21,1770.74707,1809.746094,1800.771484,2.667215990317829,7.6991428783234115,106.68863961271316,40,118,fallback_top1_top1_a017,0.453426718354031,0.17
1500,overall,5,1130.699219,1170.147461,1130.699219,2.6542515164680123,14.278568737586069,95.55305459284844,36,118,fallback_top1_top1_a017,0.4512227577995621,0.17
1500,overall,17,1610.803711,1649.957031,1620.102539,2.3639010646237333,7.496397780356415,92.19214152032559,39,118,fallback_top1_top1_a017,0.4018631809860347,0.17
1500,overall,16,1570.319336,1609.769531,1604.594727,2.2932795892944218,5.178324626308082,89.43790398248245,39,118,fallback_top1_top1_a017,0.3898575301800517,0.17
1500,overall,20,1730.450195,1769.743164,1735.503906,2.0719371767943238,6.847609675089137,82.87748707177295,40,118,fallback_top1_top1_a017,0.35222932005503504,0.17
1500,overall,7,1210.425781,1249.296875,1228.230469,2.0512738117523543,4.417344243557086,73.84585722308476,36,118,fallback_top1_top1_a017,0.34871654799790025,0.17
1500,overall,10,1330.564453,1369.657227,1353.40332,1.9819462585783227,6.1808639306087425,73.33201156739794,37,118,fallback_top1_top1_a017,0.3369308639583149,0.17
