center,region,wn,score_f,n_samples
1500,overall,1384.783203,4.176269042102818,118
1500,overall,1385.861328,3.6934382946965902,118
1500,overall,1386.94043,3.4903543602261045,118
1500,overall,1388.018555,4.116227022524489,118
1500,overall,1389.09668,5.852401005496816,118
1500,overall,1390.174805,7.711179205963346,118
1500,overall,1391.251953,4.993637692431912,118
1500,overall,1392.329102,3.5735747493406893,118
1500,overall,1393.407227,5.96190766503743,118
1500,overall,1394.483398,8.217600882056495,118
1500,overall,1395.560547,10.797537979111889,118
1500,overall,1396.636719,7.948145405864265,118
1500,overall,1397.713867,5.544332378579863,118
1500,overall,1398.790039,2.960873957642039,118
1500,overall,1399.865234,5.027303321562988,118
1500,overall,1400.941406,4.2668328978839405,118
1500,overall,1402.016602,5.038868019759355,118
1500,overall,1403.091797,2.3330564421496236,118
1500,overall,1404.166992,2.16349677526852,118
1500,overall,1405.242188,1.8193232963428145,118
1500,overall,1406.316406,0.4523241791294974,118
1500,overall,1407.390625,0.30541961174281435,118
1500,overall,1408.464844,0.45908198381382487,118
1500,overall,1409.539063,0.8246310462498715,118
1500,overall,1410.613281,1.6604757897856475,118
1500,overall,1411.686523,2.5494251468394933,118
1500,overall,1412.759766,4.189353351474721,118
1500,overall,1413.833008,5.375790281404854,118
1500,overall,1414.90625,5.271897653928994,118
1500,overall,1415.978516,5.177016015877506,118
1500,overall,1417.050781,4.552652311256823,118
1500,overall,1418.123047,4.044600452959409,118
1500,overall,1419.195313,3.1731356010129406,118
1500,overall,1420.266602,2.0388325519405974,118
1500,overall,1421.338867,1.355179606934082,118
1500,overall,1422.410156,1.146169387101247,118
1500,overall,1423.481445,1.0846678987750553,118
