center,region,wn,score_f,n_samples
1500,cerebellum,1114.838867,4.017539340404854,28
1500,cerebellum,1115.973633,4.254280977930939,28
1500,cerebellum,1117.107422,4.292856220319844,28
1500,cerebellum,1118.242188,3.6068535440253786,28
1500,cerebellum,1119.375,3.411338169513194,28
1500,cerebellum,1120.508789,3.225134577179268,28
1500,cerebellum,1121.641602,2.93560246644651,28
1500,cerebellum,1122.775391,2.3236502112951474,28
1500,cerebellum,1123.908203,1.1584384820425462,28
1500,cerebellum,1125.040039,0.7534658359532833,28
1500,cerebellum,1126.172852,1.7318921441808561,28
1500,cerebellum,1127.304688,3.44739000470501,28
1500,cerebellum,1128.436523,5.1063368054584535,28
1500,cerebellum,1129.568359,6.185382585468601,28
1500,cerebellum,1130.699219,6.073241470708945,28
1500,cerebellum,1131.830078,4.668047251573108,28
1500,cerebellum,1132.960938,2.6163170214206057,28
1500,cerebellum,1134.091797,0.5521700208627174,28
1500,cerebellum,1135.222656,0.2844753277852094,28
1500,cerebellum,1136.352539,1.8349887670986957,28
1500,cerebellum,1137.482422,3.2509926480189093,28
1500,cerebellum,1138.612305,3.838059064781123,28
1500,cerebellum,1139.741211,3.861631179519488,28
1500,cerebellum,1140.871094,3.880686407767022,28
1500,cerebellum,1142.0,4.061115149302888,28
1500,cerebellum,1143.12793,3.825405176440648,28
1500,cerebellum,1144.256836,4.199069757300923,28
1500,cerebellum,1145.384766,4.604309787628802,28
1500,cerebellum,1146.513672,4.843348729679481,28
1500,cerebellum,1147.640625,5.095020383837824,28
1500,cerebellum,1148.768555,5.263681188914848,28
1500,cerebellum,1149.895508,5.449118156538146,28
1500,cerebellum,1151.023438,5.663973572506639,28
1500,cerebellum,1152.149414,5.156595151634704,28
1500,cerebellum,1153.276367,4.818618363285994,28
1500,cerebellum,1154.40332,4.741637201558912,28
1500,cerebellum,1155.529297,4.766083316566705,28
1500,cerebellum,1156.655273,4.8461434235769385,28
1500,cerebellum,1157.780273,4.832635332593012,28
1500,cerebellum,1158.90625,5.281667677995804,28
1500,cerebellum,1160.03125,5.527698197392221,28
1500,cerebellum,1161.15625,5.724194366209181,28
1500,cerebellum,1162.28125,5.67391502311491,28
1500,cerebellum,1163.405273,5.359676751484158,28
1500,cerebellum,1164.530273,5.526629271162243,28
1500,cerebellum,1165.654297,6.814387180265044,28
1500,cerebellum,1166.777344,7.757891854943621,28
1500,cerebellum,1167.901367,10.273575426240358,28
1500,cerebellum,1169.024414,12.600355454690359,28
1500,cerebellum,1170.147461,16.36532377915479,28
1500,cerebellum,1171.270508,16.910532177403393,28
1500,cerebellum,1172.393555,15.522629553993735,28
1500,cerebellum,1173.515625,13.745893587696614,28
1500,cerebellum,1174.637695,12.257478414437074,28
1500,cerebellum,1175.759766,9.275638809774973,28
1500,cerebellum,1176.881836,7.242896400051284,28
1500,cerebellum,1178.00293,5.1870614610385335,28
1500,cerebellum,1179.124023,3.6701046285046406,28
1500,cerebellum,1180.245117,2.582037855736277,28
1500,cerebellum,1181.366211,2.041858042973553,28
1500,cerebellum,1182.487305,1.855461149041776,28
1500,cerebellum,1183.607422,3.3579244703977214,28
1500,cerebellum,1184.727539,6.252026522431502,28
1500,cerebellum,1185.84668,7.2338886620728164,28
1500,cerebellum,1186.966797,8.02535204155955,28
1500,cerebellum,1188.085938,7.254751579386693,28
1500,cerebellum,1189.205078,6.833151728671696,28
1500,cerebellum,1190.324219,6.307646350741766,28
1500,cerebellum,1191.443359,3.282419173110139,28
1500,cerebellum,1192.561523,1.5252992879586256,28
1500,cerebellum,1193.679688,1.0286362174876649,28
1500,cerebellum,1194.797852,0.6457715741290154,28
1500,cerebellum,1195.915039,0.39557671504074426,28
1500,cerebellum,1197.033203,0.05462497304683608,28
1500,cerebellum,1198.150391,0.0982595599313779,28
1500,cerebellum,1199.267578,0.7141397012377685,28
1500,cerebellum,1200.383789,1.8101264048684353,28
1500,cerebellum,1201.500977,2.288389846212972,28
1500,cerebellum,1202.617188,2.222955671358168,28
1500,cerebellum,1203.733398,2.572393311456134,28
1500,cerebellum,1204.849609,2.9395982778220464,28
1500,cerebellum,1205.964844,3.3269274121350496,28
1500,cerebellum,1207.080078,2.644491979598812,28
1500,cerebellum,1208.195313,1.745427018983367,28
1500,cerebellum,1209.310547,1.2442067722513759,28
1500,cerebellum,1210.425781,2.544106742741735,28
1500,cerebellum,1211.540039,3.309989325442536,28
1500,cerebellum,1212.654297,3.9550068194842254,28
1500,cerebellum,1213.768555,3.9625275392322266,28
1500,cerebellum,1214.881836,4.230009885475994,28
1500,cerebellum,1215.996094,4.18962761359047,28
1500,cerebellum,1217.109375,5.313593333414243,28
1500,cerebellum,1218.222656,5.572347710016922,28
1500,cerebellum,1219.334961,5.532500429464562,28
1500,cerebellum,1220.448242,4.93537290683651,28
1500,cerebellum,1221.560547,5.129464287354172,28
1500,cerebellum,1222.672852,5.0719583170529825,28
1500,cerebellum,1223.78418,4.707390837733877,28
1500,cerebellum,1224.896484,4.336300367289456,28
1500,cerebellum,1226.007813,3.9720613581505884,28
1500,cerebellum,1227.119141,4.1980961091673095,28
1500,cerebellum,1228.230469,4.565544841140627,28
