fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,608,336,8,4,0.39720392889777845,0.5057870370370371,0.44047619047619047,0.6851779513888889
2,624,320,8,4,0.27643186478658066,0.4343434343434343,0.31875,0.6542745767814702
3,656,288,8,4,0.2825966107277071,0.3506944444444444,0.3090277777777778,0.55542293595679
