fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,72,72,0,18,7,2,0.4230769230769231,0.5833333333333334,0.6666666666666666,NaN
2,72,72,0,18,7,2,0.37878787878787873,0.5416666666666667,0.5555555555555556,NaN
3,72,72,0,18,7,2,0.775,0.8333333333333333,0.7777777777777778,NaN
4,66,66,0,24,7,2,1.0,1.0,1.0,NaN
5,78,78,0,12,8,1,1.0,1.0,1.0,NaN
