fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,76,0,24,7,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,NaN
2,76,76,0,24,7,2,0.5636363636363637,0.625,0.625,NaN
3,78,78,0,22,7,2,0.43738977072310403,0.6166666666666667,0.6363636363636364,NaN
4,82,82,0,18,7,2,0.21428571428571427,0.2916666666666667,0.3333333333333333,NaN
5,88,88,0,12,8,1,0.09523809523809523,0.16666666666666666,0.16666666666666666,NaN
