fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.3333333333333333,0.5,0.5,NaN
2,94,94,0,24,10,2,0.3333333333333333,0.5,0.5,NaN
3,96,96,0,22,10,2,0.35294117647058826,0.5,0.5454545454545454,NaN
4,94,94,0,24,9,3,0.2222222222222222,0.3333333333333333,0.5,0.7716049382716049
5,94,94,0,24,9,3,0.2222222222222222,0.3333333333333333,0.5,0.3263888888888889
