strategy,overall_n_rows,overall_macro_f1_mean,overall_macro_f1_std,overall_balanced_accuracy_mean,overall_balanced_accuracy_std,overall_accuracy_mean,overall_accuracy_std,full_region_macro_f1_mean,cerebellum_stress_macro_f1_mean,worst_slice_macro_f1,worst_slice_name
h1_router_fb_cortex_striatum,24,0.7484249057668597,0.19475266870736535,0.7662037037037037,0.17505398804268218,0.8187927948957361,0.1371274232491583,0.715233419996351,0.6981274245833632,0.6981274245833632,cerebellum_stress
h1_primary_proxy_top3_top4_a007,24,0.6474710483153688,0.2554728790339085,0.6898148148148149,0.2161716546880529,0.7289974323062558,0.22164109256851547,0.6373056585721393,0.6288583033173973,0.6288583033173973,cerebellum_stress
h1_fallback_proxy_top1_top1_a017,24,0.5984864880992926,0.23228312347061428,0.6319444444444444,0.2241537434391834,0.6696817615935262,0.2144606538313111,0.5344404885398224,0.4982095343599404,0.4982095343599404,cerebellum_stress
h1_router_fb_cerebellum,24,0.5030665573127642,0.23645725903183284,0.5555555555555556,0.22605392219127032,0.579886399004046,0.23541155216140525,0.46481361711305447,0.43631898198059116,0.43631898198059116,cerebellum_stress
