fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,72,72,0,18,7,2,0.7230769230769231,0.7083333333333333,0.7777777777777778,NaN
2,72,72,0,18,7,2,0.6107226107226107,0.9166666666666667,0.8888888888888888,NaN
3,72,72,0,18,7,2,0.2571428571428571,0.25,0.2777777777777778,NaN
4,66,66,0,24,7,2,0.46768336964415397,0.6666666666666666,0.6666666666666666,NaN
5,78,78,0,12,8,1,0.4782608695652174,0.9166666666666666,0.9166666666666666,NaN
