policy,split,delta_macro_region_cond_minus_fallback,bootstrap95_lo,bootstrap95_hi
fallback_on_cerebellum,all,-0.06077151161539207,-0.1352350654814363,0.012468404861263107
fallback_on_cortex_striatum,all,0.10495268342833264,0.05634594351864781,0.16014059970058417
fallback_on_cerebellum,cv,-0.09812370246310576,-0.17316529378005963,-0.026504328239634153
fallback_on_cortex_striatum,cv,0.12113617431967627,0.06506935021320198,0.183577804948225
fallback_on_cerebellum,holdout,0.12037037037037046,-0.08174891466558132,0.3333333333333333
fallback_on_cortex_striatum,holdout,0.0,0.0,0.0
