strategy,overall_n_rows,overall_macro_f1_mean,overall_macro_f1_std,overall_balanced_accuracy_mean,overall_balanced_accuracy_std,overall_accuracy_mean,overall_accuracy_std,full_region_macro_f1_mean,cerebellum_stress_macro_f1_mean,mk3_control_macro_f1_mean,worst_slice_macro_f1,worst_slice_name
policy_mk3_fallback_else_primary,64,0.5948398406534664,0.2657161096342802,0.6326388888888889,0.2510052296635274,0.7222393313385961,0.2200390449064274,0.6301944960762549,0.5752733789847934,0.6150340058694564,0.5752733789847934,cerebellum_stress
policy_stress_fallback_else_primary,64,0.5632881891494269,0.2653863200313805,0.5983506944444444,0.25391444475500413,0.6798782202274849,0.233614150499266,0.5594647064770231,0.5206975493561845,0.6150340058694564,0.5206975493561845,cerebellum_stress
policy_mk3_or_stress_fallback_else_primary,64,0.5632881891494269,0.2653863200313805,0.5983506944444444,0.25391444475500413,0.6798782202274849,0.233614150499266,0.5594647064770231,0.5206975493561845,0.6150340058694564,0.5206975493561845,cerebellum_stress
policy_stress_fallback_else_oldsingle,64,0.5149313439045758,0.22070365031846406,0.5358506944444444,0.217254729673827,0.6015796091163739,0.2048681835533705,0.5594647064770231,0.5206975493561845,0.6150340058694564,0.5206975493561845,cerebellum_stress
