fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,42,8,4,0.49166498622034016,0.6296296296296297,0.5476190476190477,0.8262345679012345
2,78,40,8,4,0.37777777777777777,0.5303030303030303,0.425,0.7426152279093458
3,82,36,8,4,0.18752688172043008,0.25925925925925924,0.2222222222222222,0.4715020576131687
