fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,22,7,2,0.0,0.0,0.0,NaN
2,70,70,0,18,7,2,0.40740740740740744,0.625,0.5555555555555556,NaN
3,70,70,0,18,7,2,0.08888888888888889,0.08333333333333333,0.1111111111111111,NaN
4,70,70,0,18,7,2,0.31884057971014496,0.4583333333333333,0.6111111111111112,NaN
5,76,76,0,12,8,1,0.09523809523809523,0.16666666666666666,0.16666666666666666,NaN
