fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,24,10,2,0.24915824915824913,0.33333333333333337,0.3333333333333333,NaN
2,94,24,10,2,0.2876190476190476,0.4166666666666667,0.4166666666666667,NaN
3,96,22,10,2,0.10505050505050506,0.09166666666666667,0.09090909090909091,NaN
4,94,24,9,3,0.0784313725490196,0.05555555555555555,0.08333333333333333,0.26466049382716045
5,94,24,9,3,0.37777777777777777,0.5,0.5833333333333334,NaN
