fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,88,88,0,30,9,3,0.32666666666666666,0.3055555555555556,0.36666666666666664,0.503858024691358
2,94,94,0,24,10,2,0.6643356643356644,0.6666666666666667,0.6666666666666666,NaN
3,90,90,0,28,9,3,0.5587301587301587,0.5555555555555555,0.6071428571428571,0.7468013468013468
4,100,100,0,18,10,2,0.531328320802005,0.7916666666666667,0.7222222222222222,NaN
5,100,100,0,18,10,2,0.20634920634920637,0.29166666666666663,0.2777777777777778,NaN
