fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,70,70,0,24,7,2,0.4857142857142857,0.5,0.5,NaN
2,72,72,0,22,7,2,0.6333333333333333,0.65,0.6363636363636364,NaN
3,76,76,0,18,7,2,0.6727272727272727,0.6666666666666667,0.7222222222222222,NaN
4,76,76,0,18,7,2,0.9345454545454546,0.9166666666666667,0.9444444444444444,NaN
5,82,82,0,12,8,1,0.3684210526315789,0.5833333333333334,0.5833333333333334,NaN
