fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,82,82,0,36,9,3,0.4868065967016492,0.5,0.5,0.6168981481481483
2,82,82,0,36,9,3,0.43056191202644295,0.47222222222222215,0.4722222222222222,0.6412037037037036
3,72,72,0,46,6,6,0.43365990734411786,0.449074074074074,0.5,0.7275599128540305
