fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,87,7,24,10,2,0.26851851851851855,0.375,0.375,NaN
2,94,89,5,24,10,2,0.19047619047619047,0.25,0.25,NaN
3,96,92,4,22,10,2,0.1568627450980392,0.16666666666666666,0.18181818181818182,NaN
4,94,89,5,24,9,3,0.2725490196078431,0.25,0.3333333333333333,0.5208333333333334
5,94,88,6,24,9,3,0.30476190476190473,0.4444444444444444,0.6666666666666666,NaN
