fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,42,8,4,0.5084656084656084,0.6203703703703703,0.5476190476190477,0.8083333333333332
2,78,40,8,4,0.3464458247066942,0.5151515151515151,0.4,0.7463836544718898
3,82,36,8,4,0.25069892473118277,0.3055555555555556,0.2777777777777778,0.5183641975308642
