fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,24,7,2,0.4382716049382716,0.625,0.625,NaN
2,72,72,0,18,7,2,0.03508771929824561,0.05555555555555555,0.05555555555555555,NaN
3,72,72,0,18,7,2,0.21739130434782608,0.2777777777777778,0.2777777777777778,NaN
4,72,72,0,18,7,2,0.31884057971014496,0.4583333333333333,0.6111111111111112,NaN
5,78,78,0,12,8,1,0.05128205128205129,0.08333333333333333,0.08333333333333333,NaN
