cohort,n_runs,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
1500_ramannet_stability,3,0.5914449564202653,0.04330435846370867,0.5906525573192241,0.04111102220880973,0.5932203389830508,0.04151677530140978
2900_spectral_transformer_stability,3,0.4464579348300278,0.036386801343445095,0.49867724867724866,0.006650690523797085,0.4915254237288136,0.0
