tag,n_runs,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,delta_macro_f1_mean_vs_baseline_mean,run_ids
p3_rmn_lr0015_stability,3,0.5698224724207859,0.045157555403679425,0.5697971781305115,0.04404057881745763,-0.021577527579214162,20260306_204308_p3_rmn_lr0015_ss11|20260306_204308_p3_rmn_lr0015_ss22|20260306_204323_p3_rmn_lr0015_ss33
p4_tr_patch8_stability,3,0.48982420019005385,0.012223912001485652,0.5052910052910052,0.008821868783350797,0.04332420019005384,20260306_204403_p4_tr_patch8_ss11|20260306_204411_p4_tr_patch8_ss22|20260306_204456_p4_tr_patch8_ss33
