n_runs,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
3,0.6179678638960833,0.028632399815672126,0.6171516754850088,0.025884801034179682,0.6186440677966102,0.027677850200939883
