fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,608,336,8,4,0.37210453123558035,0.4756944444444444,0.41369047619047616,0.6330463927469135
2,624,320,8,4,0.30738545921792,0.4826388888888889,0.3625,0.744701230397462
3,656,288,8,4,0.3197790227201992,0.3726851851851852,0.3784722222222222,0.5859487525720165
