fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.2904761904761905,0.375,0.375,NaN
2,94,94,0,24,10,2,0.2981366459627329,0.375,0.375,NaN
3,96,96,0,22,10,2,0.08333333333333333,0.08333333333333333,0.09090909090909091,NaN
4,94,94,0,24,9,3,0.36080586080586086,0.3611111111111111,0.4583333333333333,0.5740740740740741
5,94,94,0,24,9,3,0.33512544802867383,0.4444444444444444,0.5833333333333334,NaN
