fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,82,82,0,36,9,3,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5798611111111112
2,82,82,0,36,9,3,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.7361111111111112
3,72,72,0,46,6,6,0.4066666666666667,0.5,0.5217391304347826,0.7629260037348272
