fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,82,82,0,36,9,3,0.28086419753086417,0.3055555555555555,0.3055555555555556,0.5231481481481483
2,82,82,0,36,9,3,0.49254449254449256,0.5277777777777778,0.5277777777777778,0.6979166666666666
3,72,72,0,46,6,6,0.5021285653469562,0.5115740740740741,0.5217391304347826,0.7352843915343916
