fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,24,7,2,0.8321678321678322,0.8333333333333333,0.8333333333333334,NaN
2,72,72,0,18,7,2,0.9345454545454546,0.9166666666666667,0.9444444444444444,NaN
3,72,72,0,18,7,2,0.4375,0.45833333333333337,0.4444444444444444,NaN
4,78,78,0,12,8,1,0.3333333333333333,0.5,0.5,NaN
5,72,72,0,18,7,2,0.4382716049382716,0.625,0.7222222222222222,NaN
