fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,76,0,24,7,2,0.39495798319327735,0.5,0.5,NaN
2,76,76,0,24,7,2,0.4375,0.5,0.5,NaN
3,82,82,0,18,7,2,0.3793103448275862,0.4583333333333333,0.6111111111111112,NaN
4,78,78,0,22,7,2,0.37142857142857144,0.425,0.45454545454545453,NaN
5,88,88,0,12,8,1,1.0,1.0,1.0,NaN
