fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,64,64,0,18,7,2,0.317948717948718,0.5416666666666666,0.3888888888888889,NaN
2,64,64,0,18,7,2,0.16666666666666666,0.16666666666666666,0.2222222222222222,NaN
3,64,64,0,18,7,2,0.24561403508771928,0.2916666666666667,0.3888888888888889,NaN
4,70,70,0,12,8,1,0.0,0.0,0.0,NaN
5,66,66,0,16,7,2,0.0,0.0,0.0,NaN
