fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,42,8,4,0.4317543859649123,0.5462962962962963,0.47619047619047616,0.8878086419753086
2,78,40,8,4,0.3490909090909091,0.5555555555555555,0.4,0.7692541663129897
3,82,36,8,4,0.33012345679012345,0.39814814814814814,0.3333333333333333,0.6056584362139917
