strategy,n_rows,macro_f1_mean,balanced_accuracy_mean,accuracy_mean
h1_train_random_router_p50,1,0.3332309267793139,0.3611111111111111,0.4
h1_train_fallback_a017,1,0.3332309267793139,0.3611111111111111,0.4
h1_train_router_fb_cortex_striatum,1,0.3332309267793139,0.3611111111111111,0.4
h1_train_primary_a007,1,0.2722271342960998,0.3055555555555555,0.3333333333333333
h1_train_router_region_permute_fb_cortex_striatum,1,0.26827551533433885,0.3055555555555555,0.3333333333333333
