holdout_control,holdout_endo,holdout_exo,triplet_seed,run_id_1500,run_dir_1500,config_path_1500,n_holdout_rows_1500,run_id_2900,run_dir_2900,config_path_2900,n_holdout_rows_2900,n_joined_rows
mk1,mend2b,mexo2b,43,20260307_003528_p5_1500_file_mean_arpls_msc_catboost__h1ta_c-mk1__e-mend2b__x-mexo2b_s43__1500,runs/analysis/hyp_v2_h1_train_aware_smoke_20260307/train_runs/20260307_003528_p5_1500_file_mean_arpls_msc_catboost__h1ta_c-mk1__e-mend2b__x-mexo2b_s43__1500,runs/analysis/hyp_v2_h1_train_aware_smoke_20260307/tmp_configs/p5_1500_file_mean_arpls_msc_catboost__h1ta_c-mk1__e-mend2b__x-mexo2b_s43__1500.yaml,30,20260307_003701_p5_2900_file_mean_airpls_snv_logreg__h1ta_c-mk1__e-mend2b__x-mexo2b_s43__2900,runs/analysis/hyp_v2_h1_train_aware_smoke_20260307/train_runs/20260307_003701_p5_2900_file_mean_airpls_snv_logreg__h1ta_c-mk1__e-mend2b__x-mexo2b_s43__2900,runs/analysis/hyp_v2_h1_train_aware_smoke_20260307/tmp_configs/p5_2900_file_mean_airpls_snv_logreg__h1ta_c-mk1__e-mend2b__x-mexo2b_s43__2900.yaml,30,30
