fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,24,7,2,0.2222222222222222,0.3333333333333333,0.3333333333333333,NaN
2,72,72,0,18,7,2,0.03508771929824561,0.05555555555555555,0.05555555555555555,NaN
3,72,72,0,18,7,2,0.14035087719298245,0.16666666666666666,0.2222222222222222,NaN
4,72,72,0,18,7,2,0.4696969696969697,0.5833333333333334,0.6666666666666666,NaN
5,78,78,0,12,8,1,1.0,1.0,1.0,NaN
