fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,42,8,4,0.4644268774703557,0.5185185185185185,0.47619047619047616,0.773148148148148
2,78,40,8,4,0.25252525252525254,0.3888888888888889,0.325,0.6982977534448122
3,82,36,8,4,0.37593445980542756,0.3796296296296296,0.3888888888888889,0.6239197530864198
