fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,18,7,2,0.4382716049382716,0.625,0.7222222222222222,NaN
2,66,66,0,18,7,2,0.2222222222222222,0.25,0.2222222222222222,NaN
3,66,66,0,18,7,2,0.3377926421404682,0.5416666666666666,0.3888888888888889,NaN
4,66,66,0,18,7,2,0.2380952380952381,0.4166666666666667,0.5555555555555556,NaN
5,72,72,0,12,8,1,1.0,1.0,1.0,NaN
