fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.43274853801169594,0.625,0.625,NaN
2,94,94,0,24,9,3,0.4802867383512545,0.5,0.625,0.576388888888889
3,94,94,0,24,10,2,0.27678571428571425,0.5,0.5,NaN
4,96,96,0,22,10,2,0.7722567287784678,0.775,0.7727272727272727,NaN
5,94,94,0,24,9,3,0.5835137085137085,0.6111111111111112,0.625,0.6929012345679012
