fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.27355072463768115,0.375,0.375,NaN
2,94,94,0,24,10,2,0.16666666666666666,0.25,0.25,NaN
3,96,96,0,22,10,2,0.14444444444444446,0.13333333333333333,0.13636363636363635,NaN
4,94,94,0,24,9,3,0.3313131313131313,0.3333333333333333,0.4166666666666667,0.5100308641975309
5,94,94,0,24,9,3,0.3696969696969697,0.5,0.6666666666666666,NaN
