fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,82,82,0,36,9,3,0.41558441558441556,0.4166666666666667,0.4166666666666667,0.5
2,82,82,0,36,9,3,0.5189594356261024,0.5277777777777778,0.5277777777777778,0.5706018518518519
3,72,72,0,46,6,6,0.39101745423584505,0.38425925925925924,0.41304347826086957,0.5401591192032368
