fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,64,64,0,18,7,2,0.4,0.5,0.6666666666666666,NaN
2,64,64,0,18,7,2,0.5566502463054187,0.5833333333333334,0.7222222222222222,NaN
3,64,64,0,18,7,2,0.35714285714285715,0.4166666666666667,0.5555555555555556,NaN
4,70,70,0,12,8,1,1.0,1.0,1.0,NaN
5,66,66,0,16,7,2,0.38461538461538464,0.5,0.625,NaN
