fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,608,336,8,4,0.35262126121542886,0.4664351851851851,0.4017857142857143,0.6336612654320988
2,624,320,8,4,0.3131884349022042,0.4744318181818182,0.365625,0.7510171248107828
3,656,288,8,4,0.31802984093561387,0.3680555555555555,0.3784722222222222,0.575441261574074
