fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,22,7,2,0.05555555555555555,0.09090909090909091,0.09090909090909091,NaN
2,70,70,0,18,7,2,0.45714285714285713,0.6666666666666666,0.6666666666666666,NaN
3,70,70,0,18,7,2,0.1851851851851852,0.20833333333333334,0.2777777777777778,NaN
4,70,70,0,18,7,2,0.31884057971014496,0.4583333333333333,0.6111111111111112,NaN
5,76,76,0,12,8,1,0.0,0.0,0.0,NaN
