fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,18,7,2,0.0,0.0,0.0,NaN
2,66,66,0,18,7,2,0.36190476190476195,0.5833333333333334,0.4444444444444444,NaN
3,66,66,0,18,7,2,0.13333333333333333,0.16666666666666666,0.2222222222222222,NaN
4,66,66,0,18,7,2,0.2878787878787879,0.3333333333333333,0.3333333333333333,NaN
5,72,72,0,12,8,1,0.0,0.0,0.0,NaN
