fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,64,64,0,18,7,2,0.25641025641025644,0.4166666666666667,0.5555555555555556,NaN
2,64,64,0,18,7,2,0.9345454545454546,0.9166666666666667,0.9444444444444444,NaN
3,64,64,0,18,7,2,0.44862155388471175,0.6666666666666667,0.6111111111111112,NaN
4,70,70,0,12,8,1,1.0,1.0,1.0,NaN
5,66,66,0,16,7,2,0.6135265700483092,0.6166666666666667,0.6875,NaN
