fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,608,336,8,4,0.38173328762107334,0.48148148148148157,0.41964285714285715,0.6848042052469135
2,624,320,8,4,0.35169884989715944,0.5034722222222222,0.39375,0.7336550189836036
3,656,288,8,4,0.26644986040948626,0.3194444444444444,0.34375,0.5824045942644033
