fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,608,336,8,4,0.3677992734205789,0.4733796296296296,0.4107142857142857,0.6778163580246913
2,624,320,8,4,0.3438667966438948,0.4845328282828283,0.384375,0.7381773574328722
3,656,288,8,4,0.2671876830683237,0.33217592592592593,0.34375,0.5438605163323046
