fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,24,7,2,0.46222222222222226,0.6666666666666667,0.6666666666666666,NaN
2,72,72,0,18,7,2,0.06666666666666667,0.1111111111111111,0.1111111111111111,NaN
3,72,72,0,18,7,2,0.06666666666666667,0.1111111111111111,0.1111111111111111,NaN
4,72,72,0,18,7,2,0.41269841269841273,0.625,0.6111111111111112,NaN
5,78,78,0,12,8,1,0.09523809523809523,0.16666666666666666,0.16666666666666666,NaN
