strategy,n_rows,macro_f1_mean,balanced_accuracy_mean,accuracy_mean
h1_train_fallback_a017,1,0.3800865800865801,0.47222222222222227,0.5
h1_train_primary_a007,1,0.3800865800865801,0.47222222222222227,0.5
h1_train_router_fb_cortex_striatum,1,0.3800865800865801,0.47222222222222227,0.5
