fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,24,10,2,0.3333333333333333,0.41666666666666663,0.4166666666666667,NaN
2,94,24,10,2,0.17391304347826086,0.25,0.25,NaN
3,96,22,10,2,0.0,0.0,0.0,NaN
4,94,24,9,3,0.13333333333333333,0.3333333333333333,0.25,0.27546296296296297
5,94,24,9,3,0.4719576719576719,0.6388888888888888,0.7916666666666666,NaN
