fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,70,70,0,18,7,2,0.48148148148148145,0.5,0.6111111111111112,NaN
2,66,66,0,22,7,2,0.39789473684210525,0.425,0.4090909090909091,NaN
3,70,70,0,18,7,2,0.3793103448275862,0.4583333333333333,0.6111111111111112,NaN
4,76,76,0,12,8,1,0.45454545454545453,0.8333333333333334,0.8333333333333334,NaN
5,70,70,0,18,7,2,0.375,0.375,0.4444444444444444,NaN
