fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,42,8,4,0.5809907546226887,0.6481481481481481,0.5952380952380952,0.8287037037037036
2,78,40,8,4,0.3269230769230769,0.5,0.375,0.7102909345556405
3,82,36,8,4,0.39999999999999997,0.4537037037037037,0.4166666666666667,0.6465792181069959
