strategy,n_rows,macro_f1_mean,balanced_accuracy_mean,accuracy_mean
new_primary_top3_top4_a007,4,0.3477689989039094,0.3680555555555556,0.3882703081232493
h2_global_head_control,4,0.3285790714709479,0.35694444444444445,0.35255602240896355
fallback_top1_top1_a017,4,0.3036997614224122,0.3375,0.3362745098039216
h2_known_region_hier_lr,4,0.30098287529015083,0.34305555555555556,0.33529411764705885
